Responden,Y, EAR , MAR ,MOE
1,0,0.199,0.572,2.874
1,0,0.163,0.576,3.534
1,0,0.354,0.788,2.226
1,0,0.325,0.555,1.708
1,0,0.237,0.623,2.629
1,0,0.342,0.765,2.237
1,0,0.206,0.66,3.204
1,0,0.319,0.535,1.677
1,0,0.233,0.641,2.751
1,0,0.199,0.589,2.96
1,0,0.26,0.605,2.327
1,0,0.308,0.707,2.295
1,0,0.322,0.753,2.339
1,0,0.225,0.638,2.836
1,0,0.224,0.68,3.036
1,0,0.217,0.565,2.604
1,0,0.228,0.767,3.364
1,0,0.198,0.613,3.096
1,0,0.323,0.744,2.303
1,0,0.229,0.582,2.541
1,0,0.235,0.526,2.238
1,0,0.335,0.559,1.669
1,0,0.328,0.644,1.963
1,0,0.18,0.682,3.789
1,0,0.183,0.505,2.76
1,0,0.279,0.517,1.853
1,0,0.203,0.673,3.315
1,0,0.317,0.633,1.997
1,0,0.237,0.724,3.055
1,0,0.256,0.658,2.57
1,0,0.249,0.8,3.213
1,0,0.286,0.707,2.472
1,0,0.255,0.716,2.808
1,0,0.313,0.641,2.048
1,0,0.331,0.516,1.559
1,0,0.167,0.592,3.545
1,0,0.283,0.577,2.039
1,0,0.302,0.516,1.709
1,0,0.314,0.53,1.688
1,0,0.346,0.622,1.798
1,0,0.205,0.66,3.22
1,0,0.336,0.683,2.033
1,0,0.283,0.79,2.792
1,0,0.228,0.708,3.105
1,0,0.351,0.792,2.256
1,0,0.33,0.754,2.285
1,0,0.309,0.595,1.926
1,0,0.265,0.65,2.453
1,0,0.304,0.787,2.589
1,0,0.208,0.624,3
1,0,0.188,0.709,3.771
1,0,0.268,0.767,2.862
1,0,0.259,0.566,2.185
1,0,0.246,0.703,2.858
1,0,0.208,0.581,2.793
1,0,0.333,0.564,1.694
1,0,0.173,0.788,4.555
1,0,0.341,0.607,1.78
1,0,0.253,0.528,2.087
1,0,0.328,0.759,2.314
1,0,0.246,0.685,2.785
1,0,0.159,0.727,4.572
1,0,0.214,0.575,2.687
1,0,0.279,0.554,1.986
1,0,0.192,0.646,3.365
1,0,0.252,0.58,2.302
1,0,0.319,0.704,2.207
1,0,0.248,0.569,2.294
1,0,0.176,0.748,4.25
1,0,0.16,0.75,4.688
1,0,0.319,0.652,2.044
1,0,0.216,0.587,2.718
1,0,0.246,0.637,2.589
1,0,0.185,0.737,3.984
1,0,0.231,0.601,2.602
1,0,0.242,0.693,2.864
1,0,0.302,0.659,2.182
1,0,0.209,0.768,3.675
1,0,0.178,0.598,3.36
1,0,0.177,0.79,4.463
1,0,0.172,0.791,4.599
1,0,0.233,0.682,2.927
1,0,0.304,0.545,1.793
1,0,0.329,0.756,2.298
1,0,0.194,0.773,3.985
1,0,0.178,0.611,3.433
1,0,0.313,0.709,2.265
1,0,0.312,0.781,2.503
1,0,0.203,0.666,3.281
1,0,0.343,0.658,1.918
1,0,0.214,0.615,2.874
1,0,0.316,0.7,2.215
1,0,0.207,0.724,3.498
1,0,0.164,0.666,4.061
1,0,0.31,0.793,2.558
1,0,0.207,0.668,3.227
1,0,0.181,0.509,2.812
1,0,0.16,0.781,4.881
1,0,0.304,0.748,2.461
1,0,0.276,0.653,2.366
1,0,0.223,0.674,3.022
1,0,0.19,0.696,3.663
1,0,0.325,0.515,1.585
1,0,0.187,0.755,4.037
1,0,0.194,0.746,3.845
1,0,0.35,0.544,1.554
1,0,0.285,0.596,2.091
1,0,0.156,0.774,4.962
1,0,0.218,0.736,3.376
1,0,0.182,0.598,3.286
1,0,0.249,0.76,3.052
1,0,0.295,0.625,2.119
1,0,0.25,0.553,2.212
1,0,0.34,0.53,1.559
1,0,0.202,0.506,2.505
1,0,0.198,0.619,3.126
1,0,0.308,0.525,1.705
1,0,0.288,0.783,2.719
1,0,0.335,0.68,2.03
1,0,0.152,0.603,3.967
1,0,0.165,0.602,3.648
1,0,0.181,0.637,3.519
1,0,0.341,0.536,1.572
1,0,0.197,0.721,3.66
1,0,0.334,0.735,2.201
1,0,0.277,0.795,2.87
1,0,0.159,0.537,3.377
1,0,0.235,0.686,2.919
1,0,0.308,0.506,1.643
1,0,0.261,0.653,2.502
1,0,0.222,0.604,2.721
1,0,0.33,0.626,1.897
1,0,0.166,0.575,3.464
1,0,0.164,0.713,4.348
1,0,0.255,0.781,3.063
1,0,0.222,0.733,3.302
1,1,0.255,1.194,4.682
1,1,0.295,1.122,3.803
1,1,0.186,0.94,5.054
1,1,0.122,0.893,7.32
1,1,0.112,1.091,9.741
1,1,0.121,1.21,10
1,1,0.12,1.114,9.283
1,1,0.154,0.999,6.487
1,1,0.128,1.011,7.898
1,1,0.124,1.04,8.387
1,1,0.059,1.124,19.051
1,1,0.135,1.16,8.593
1,1,0.134,1.089,8.127
1,1,0.107,1.157,10.813
1,1,0.122,0.873,7.156
1,1,0.161,1.056,6.559
1,1,0.259,1.115,4.305
1,1,0.262,0.989,3.775
1,1,0.223,1.054,4.726
1,1,0.099,1.077,10.879
1,1,0.097,1.093,11.268
1,1,0.098,1.026,10.469
1,1,0.108,1.202,11.13
1,1,0.112,0.907,8.098
1,1,0.118,0.975,8.263
1,1,0.117,1.064,9.094
1,1,0.12,0.948,7.9
1,1,0.122,1.103,9.041
1,1,0.096,1.142,11.896
1,1,0.12,1.033,8.608
1,1,0.132,1.064,8.061
1,1,0.245,1.179,4.812
1,1,0.236,0.992,4.203
1,1,0.277,0.958,3.458
1,1,0.163,1.192,7.313
1,1,0.103,1.118,10.854
1,1,0.092,0.92,10
1,1,0.1,1.084,10.84
1,1,0.1,1.18,11.8
1,1,0.131,1.111,8.481
1,1,0.11,0.924,8.4
1,1,0.166,1.106,6.663
1,1,0.101,1.1,10.891
1,1,0.18,1.157,6.428
1,1,0.176,1.001,5.688
1,1,0.152,0.91,5.987
1,1,0.165,1.143,6.927
1,1,0.204,0.927,4.544
1,1,0.298,1.08,3.624
1,1,0.307,0.882,2.873
1,1,0.268,0.887,3.31
1,1,0.144,1.156,8.028
1,1,0.14,1.033,7.379
1,1,0.141,0.989,7.014
1,1,0.151,0.986,6.53
1,1,0.155,1.083,6.987
1,1,0.161,1.051,6.528
1,1,0.159,1.201,7.553
1,1,0.163,1.132,6.945
1,1,0.164,0.936,5.707
1,1,0.137,0.951,6.942
1,1,0.161,0.935,5.807
1,1,0.172,1.026,5.965
1,1,0.289,1.077,3.727
1,1,0.279,1.003,3.595
1,1,0.319,0.893,2.799
1,1,0.208,1.126,5.413
1,1,0.144,1.05,7.292
1,1,0.135,1.045,7.741
1,1,0.147,1.096,7.456
1,1,0.145,1.069,7.372
1,1,0.176,1.056,6
1,1,0.152,0.996,6.553
1,1,0.145,1.21,8.345
1,1,0.08,1.171,14.638
1,1,0.161,0.891,5.534
1,1,0.156,1.081,6.929
1,1,0.131,0.973,7.427
1,1,0.146,1.157,7.925
1,1,0.184,1.119,6.082
1,1,0.28,1.061,3.789
1,1,0.283,1.014,3.583
1,1,0.25,1.051,4.204
1,1,0.123,1.014,8.244
1,1,0.122,1.198,9.82
1,1,0.119,0.932,7.832
1,1,0.133,1.123,8.444
1,1,0.136,1.125,8.272
1,1,0.139,1.086,7.813
1,1,0.141,0.998,7.078
1,1,0.144,1.016,7.056
1,1,0.143,0.999,6.986
1,1,0.119,1.177,9.891
1,1,0.142,0.937,6.599
1,1,0.154,0.877,5.695
1,1,0.27,1.188,4.4
1,1,0.257,0.888,3.455
1,1,0.3,1.012,3.373
1,1,0.189,1.063,5.624
1,1,0.124,1.104,8.903
1,1,0.115,1.099,9.557
1,1,0.127,1.192,9.386
1,1,0.124,1.018,8.21
1,1,0.155,0.961,6.2
1,1,0.131,1.124,8.58
1,1,0.164,1.204,7.341
1,1,0.102,0.954,9.353
1,1,0.179,1.092,6.101
1,1,0.176,0.932,5.295
1,1,0.148,0.956,6.459
1,1,0.164,1.155,7.043
1,1,0.206,0.998,4.845
1,1,0.299,1.153,3.856
1,1,0.306,1.084,3.542
1,1,0.266,1.209,4.545
1,1,0.143,0.953,6.664
1,1,0.14,0.937,6.693
1,1,0.141,0.973,6.901
1,1,0.152,1.141,7.507
1,1,0.156,1.153,7.391
1,1,0.158,0.922,5.835
1,1,0.16,1.198,7.488
1,1,0.161,0.89,5.528
1,1,0.163,1.043,6.399
1,1,0.139,1.016,7.309
1,1,0.163,0.965,5.92
1,1,0.174,0.939,5.397
1,1,0.287,0.898,3.129
1,1,0.277,0.99,3.574
1,1,0.318,1.039,3.267
1,1,0.206,1.01,4.903
1,1,0.146,1.195,8.185
1,1,0.136,1.145,8.419
1,1,0.145,1.078,7.434
1,1,0.144,0.975,6.771
1,1,0.176,1.041,5.915
1,1,0.154,1.075,6.981
1,1,0.145,1.188,8.193
1,1,0.082,1.202,14.659
1,1,0.159,0.932,5.862
1,1,0.156,1.091,6.994
1,1,0.128,1.116,8.719
1,1,0.145,0.889,6.131
1,1,0.184,1.15,6.25
1,1,0.28,1.194,4.264
1,1,0.284,1.037,3.651
1,1,0.248,0.918,3.702
1,1,0.121,0.949,7.843
1,1,0.121,1.064,8.793
1,1,0.12,1.15,9.583
1,1,0.132,1.13,8.561
1,1,0.133,0.999,7.511
1,1,0.14,1.053,7.521
1,1,0.138,0.911,6.601
1,1,0.142,1.088,7.662
1,1,0.143,1.028,7.189
1,1,0.116,0.914,7.879
1,1,0.142,1.032,7.268
1,1,0.152,1.197,7.875
1,1,0.267,1.055,3.951
1,1,0.259,1.19,4.595
1,1,0.299,0.892,2.983
1,1,0.186,1.13,6.075
1,1,0.124,1.15,9.274
1,1,0.117,0.923,7.889
1,1,0.126,1.084,8.603
1,1,0.123,1.046,8.504
1,1,0.156,0.948,6.077
1,1,0.134,1.127,8.41
1,1,0.156,0.934,5.987
1,1,0.088,1.088,12.364
1,1,0.167,0.908,5.437
1,1,0.165,1.05,6.364
1,1,0.139,0.898,6.46
1,1,0.089,1.086,12.202
1,1,0.087,1.006,11.563
1,1,0.1,1.121,11.21
1,1,0.102,1.181,11.578
1,1,0.107,1.062,9.925
1,1,0.107,1.08,10.093
1,1,0.11,1.109,10.082
1,1,0.11,1.188,10.8
1,1,0.085,1.105,13
1,1,0.11,1.103,10.027
1,1,0.121,1.106,9.14
1,1,0.236,1.06,4.492
1,1,0.226,1.085,4.801
1,1,0.267,1.078,4.037
1,1,0.155,1.171,7.555
1,1,0.092,1.127,12.25
1,1,0.083,0.939,11.313
1,1,0.092,0.924,10.043
1,1,0.091,1.069,11.747
1,1,0.123,0.946,7.691
1,1,0.1,1.075,10.75
1,1,0.155,1.04,6.71
1,1,0.089,0.887,9.966
1,1,0.167,1.094,6.551
1,1,0.165,1.012,6.133
1,1,0.138,0.889,6.442
1,1,0.141,1.057,7.496
1,1,0.132,1.101,8.341
1,1,0.068,0.892,13.118
1,1,0.148,1.046,7.068
1,1,0.144,1.09,7.569
1,1,0.118,0.95,8.051
1,1,0.134,1.02,7.612
1,1,0.173,1.134,6.555
1,1,0.268,1.181,4.407
1,1,0.274,1.061,3.872
1,1,0.236,1.119,4.742
1,1,0.113,0.9,7.965
1,1,0.11,0.988,8.982
1,1,0.107,1.166,10.897
1,1,0.12,0.937,7.808
1,1,0.122,1.003,8.221
1,1,0.128,1.157,9.039
1,1,0.127,0.915,7.205
1,1,0.131,0.881,6.725
1,1,0.132,0.941,7.129
1,1,0.107,1.146,10.71
1,1,0.132,1.052,7.97
1,1,0.143,1.141,7.979
1,1,0.258,0.981,3.802
1,1,0.249,0.896,3.598
1,1,0.286,1.149,4.017
1,1,0.176,0.955,5.426
1,1,0.113,0.931,8.239
1,1,0.105,1.014,9.657
1,1,0.114,1.111,9.746
1,1,0.111,0.917,8.261
1,1,0.145,1.013,6.986
1,1,0.121,1.154,9.537
1,1,0.179,0.945,5.279
1,1,0.114,1.134,9.947
1,1,0.188,0.898,4.777
1,1,0.188,0.894,4.755
1,1,0.161,0.989,6.143
1,1,0.176,1.01,5.739
1,1,0.215,1.163,5.409
1,1,0.31,1.075,3.468
1,1,0.317,1.178,3.716
1,1,0.279,1.021,3.659
1,1,0.154,1.096,7.117
1,1,0.153,1.103,7.209
1,1,0.153,0.936,6.118
1,1,0.163,0.992,6.086
1,1,0.167,0.955,5.719
1,1,0.172,1.121,6.517
1,1,0.173,1.085,6.272
1,1,0.176,1.175,6.676
1,1,0.175,0.869,4.966
1,1,0.149,0.892,5.987
1,1,0.174,1.064,6.115
1,1,0.187,1.164,6.225
1,1,0.301,0.952,3.163
1,1,0.292,1.01,3.459
1,1,0.333,0.93,2.793
1,1,0.217,1.004,4.627
1,1,0.156,0.877,5.622
1,1,0.148,1.03,6.959
1,1,0.155,0.967,6.239
1,1,0.156,1.112,7.128
1,1,0.189,1.087,5.751
1,1,0.163,0.892,5.472
1,1,0.157,1.037,6.605
1,1,0.094,1.078,11.468
1,1,0.17,1.015,5.971
1,1,0.167,0.967,5.79
1,1,0.14,1.065,7.607
1,1,0.156,0.885,5.673
1,1,0.196,0.902,4.602
1,1,0.291,0.87,2.99
1,1,0.297,0.991,3.337
1,1,0.261,0.961,3.682
1,1,0.133,0.987,7.421
1,1,0.132,1.195,9.053
1,1,0.131,1.205,9.198
1,1,0.143,1.013,7.084
1,1,0.145,1.017,7.014
1,1,0.149,0.874,5.866
1,1,0.15,0.918,6.12
1,1,0.155,1.196,7.716
1,1,0.155,0.973,6.277
1,1,0.131,0.92,7.023
1,1,0.153,0.997,6.516
1,1,0.166,0.997,6.006
1,1,0.281,1.211,4.31
1,1,0.271,1.071,3.952
1,1,0.31,0.947,3.055
1,1,0.198,1.104,5.576
1,1,0.137,1.068,7.796
1,1,0.127,0.897,7.063
1,1,0.135,1.086,8.044
1,1,0.135,1.036,7.674
1,1,0.169,1.12,6.627
1,1,0.145,0.945,6.517
1,1,0.143,1.05,7.343
1,1,0.076,1.206,15.868
1,1,0.155,1.006,6.49
1,1,0.155,1.142,7.368
1,1,0.126,0.963,7.643
1,1,0.142,1.168,8.225
1,1,0.181,0.876,4.84
1,1,0.277,1.138,4.108
1,1,0.281,0.874,3.11
1,1,0.245,1.084,4.424
1,1,0.12,0.933,7.775
1,1,0.119,1.131,9.504
1,1,0.115,0.873,7.591
1,1,0.129,1.032,8
1,1,0.13,1.099,8.454
1,0,0.303,0.642,2.119
1,0,0.184,0.644,3.5
1,0,0.344,0.697,2.026
1,0,0.228,0.746,3.272
1,0,0.312,0.516,1.654
1,0,0.251,0.66,2.629
1,0,0.186,0.584,3.14
1,0,0.242,0.663,2.74
1,0,0.238,0.701,2.945
1,0,0.349,0.639,1.831
1,0,0.287,0.599,2.087
1,0,0.291,0.792,2.722
1,0,0.339,0.648,1.912
1,0,0.175,0.762,4.354
1,0,0.328,0.538,1.64
1,0,0.312,0.608,1.949
1,0,0.336,0.668,1.988
1,0,0.254,0.576,2.268
1,0,0.326,0.61,1.871
1,0,0.286,0.771,2.696
1,0,0.242,0.59,2.438
1,0,0.221,0.719,3.253
1,0,0.264,0.784,2.97
1,0,0.289,0.7,2.422
1,0,0.31,0.548,1.768
1,0,0.244,0.666,2.73
1,0,0.178,0.523,2.938
1,0,0.322,0.659,2.047
1,0,0.31,0.71,2.29
1,0,0.326,0.777,2.383
1,0,0.334,0.748,2.24
1,0,0.292,0.616,2.11
1,0,0.314,0.581,1.85
1,0,0.293,0.573,1.956
1,0,0.274,0.634,2.314
1,0,0.324,0.722,2.228
1,0,0.327,0.581,1.777
1,0,0.209,0.798,3.818
1,0,0.156,0.739,4.737
1,0,0.284,0.776,2.732
1,0,0.354,0.613,1.732
1,0,0.215,0.743,3.456
1,0,0.261,0.513,1.966
1,0,0.18,0.578,3.211
1,0,0.219,0.571,2.607
1,0,0.178,0.698,3.921
1,0,0.336,0.764,2.274
1,0,0.184,0.783,4.255
1,0,0.199,0.793,3.985
1,0,0.286,0.631,2.206
1,0,0.232,0.759,3.272
1,0,0.337,0.684,2.03
1,0,0.287,0.66,2.3
1,0,0.232,0.663,2.858
1,0,0.3,0.681,2.27
1,0,0.236,0.633,2.682
1,0,0.258,0.612,2.372
1,0,0.304,0.793,2.609
1,0,0.269,0.718,2.669
1,0,0.277,0.537,1.939
1,0,0.243,0.719,2.959
1,0,0.289,0.533,1.844
1,0,0.184,0.533,2.897
1,0,0.26,0.698,2.685
1,0,0.344,0.778,2.262
1,0,0.337,0.681,2.021
1,0,0.324,0.605,1.867
1,0,0.313,0.534,1.706
1,0,0.184,0.727,3.951
1,0,0.327,0.666,2.037
1,0,0.331,0.594,1.795
1,0,0.23,0.588,2.557
1,0,0.212,0.511,2.41
1,0,0.183,0.718,3.923
1,0,0.244,0.514,2.107
1,0,0.216,0.688,3.185
1,0,0.2,0.727,3.635
1,0,0.216,0.563,2.606
1,0,0.191,0.756,3.958
1,0,0.279,0.573,2.054
1,0,0.234,0.526,2.248
1,0,0.247,0.757,3.065
1,0,0.269,0.508,1.888
1,0,0.195,0.555,2.846
1,0,0.265,0.521,1.966
1,0,0.174,0.717,4.121
1,0,0.33,0.719,2.179
1,0,0.329,0.55,1.672
1,0,0.178,0.784,4.404
1,0,0.172,0.63,3.663
1,0,0.337,0.781,2.318
1,0,0.228,0.695,3.048
1,0,0.335,0.701,2.093
1,0,0.161,0.57,3.54
1,0,0.229,0.629,2.747
1,0,0.325,0.682,2.098
1,0,0.239,0.782,3.272
1,0,0.354,0.562,1.588
1,0,0.274,0.656,2.394
1,0,0.22,0.62,2.818
1,0,0.353,0.719,2.037
1,0,0.227,0.735,3.238
1,0,0.256,0.718,2.805
1,0,0.321,0.796,2.48
1,0,0.245,0.517,2.11
1,0,0.267,0.703,2.633
1,0,0.178,0.588,3.303
1,0,0.29,0.69,2.379
1,0,0.181,0.679,3.751
1,0,0.328,0.573,1.747
1,0,0.196,0.543,2.77
1,0,0.208,0.66,3.173
1,0,0.264,0.749,2.837
1,0,0.273,0.794,2.908
1,0,0.196,0.678,3.459
1,0,0.232,0.775,3.341
1,0,0.302,0.769,2.546
1,0,0.225,0.7,3.111
1,0,0.178,0.718,4.034
1,0,0.336,0.766,2.28
1,0,0.159,0.552,3.472
1,0,0.269,0.514,1.911
1,0,0.296,0.509,1.72
1,0,0.318,0.546,1.717
1,0,0.253,0.693,2.739
1,0,0.241,0.793,3.29
1,0,0.287,0.651,2.268
1,0,0.206,0.553,2.684
1,0,0.345,0.74,2.145
1,0,0.184,0.565,3.071
1,0,0.352,0.502,1.426
1,0,0.323,0.531,1.644
1,0,0.284,0.722,2.542
1,0,0.195,0.571,2.928
1,0,0.335,0.599,1.788
1,0,0.307,0.59,1.922
1,0,0.182,0.771,4.236
1,0,0.176,0.63,3.58
1,0,0.334,0.764,2.287
1,0,0.318,0.549,1.726
1,0,0.218,0.58,2.661
1,0,0.236,0.527,2.233
1,0,0.272,0.725,2.665
1,0,0.206,0.772,3.748
1,0,0.256,0.601,2.348
1,0,0.34,0.774,2.276
1,0,0.24,0.705,2.938
1,0,0.174,0.632,3.632
1,0,0.351,0.714,2.034
1,0,0.282,0.518,1.837
1,0,0.207,0.708,3.42
1,0,0.308,0.67,2.175
1,0,0.278,0.527,1.896
1,0,0.275,0.577,2.098
1,0,0.265,0.614,2.317
1,0,0.276,0.657,2.38
1,0,0.198,0.629,3.177
1,0,0.271,0.621,2.292
1,0,0.328,0.568,1.732
1,0,0.283,0.528,1.866
1,0,0.189,0.654,3.46
1,0,0.323,0.73,2.26
1,0,0.194,0.617,3.18
1,0,0.188,0.682,3.628
1,0,0.295,0.614,2.081
1,0,0.164,0.587,3.579
1,0,0.284,0.621,2.187
1,0,0.273,0.773,2.832
1,0,0.239,0.68,2.845
1,0,0.176,0.729,4.142
1,0,0.237,0.717,3.025
1,0,0.24,0.733,3.054
1,0,0.245,0.622,2.539
1,0,0.34,0.512,1.506
1,0,0.234,0.641,2.739
1,0,0.156,0.582,3.731
1,0,0.338,0.789,2.334
1,0,0.21,0.601,2.862
1,0,0.291,0.694,2.385
1,0,0.297,0.566,1.906
1,0,0.201,0.68,3.383
1,0,0.239,0.528,2.209
1,0,0.173,0.73,4.22
1,0,0.311,0.753,2.421
1,0,0.243,0.514,2.115
1,0,0.225,0.714,3.173
1,0,0.215,0.755,3.512
1,0,0.224,0.752,3.357
1,0,0.261,0.532,2.038
1,0,0.228,0.538,2.36
1,0,0.317,0.697,2.199
1,0,0.312,0.506,1.622
1,0,0.306,0.8,2.614
1,0,0.194,0.522,2.691
1,0,0.31,0.688,2.219
1,0,0.246,0.628,2.553
1,0,0.254,0.557,2.193
1,0,0.258,0.736,2.853
1,0,0.352,0.656,1.864
1,0,0.286,0.635,2.22
1,0,0.348,0.517,1.486
1,0,0.205,0.515,2.512
1,0,0.24,0.706,2.942
1,0,0.263,0.787,2.992
1,0,0.3,0.605,2.017
1,0,0.341,0.558,1.636
1,0,0.343,0.781,2.277
1,0,0.29,0.772,2.662
1,0,0.161,0.51,3.168
1,0,0.282,0.649,2.301
1,0,0.293,0.632,2.157
1,0,0.193,0.774,4.01
1,0,0.335,0.65,1.94
1,0,0.282,0.562,1.993
1,0,0.325,0.623,1.917
1,0,0.298,0.638,2.141
1,0,0.313,0.535,1.709
1,0,0.299,0.64,2.14
1,0,0.235,0.7,2.979
1,0,0.204,0.625,3.064
1,0,0.235,0.7,2.979
1,0,0.266,0.571,2.147
1,0,0.173,0.547,3.162
1,0,0.206,0.721,3.5
1,0,0.197,0.585,2.97
1,0,0.153,0.551,3.601
1,0,0.156,0.766,4.91
1,0,0.344,0.506,1.471
1,0,0.153,0.625,4.085
1,0,0.337,0.617,1.831
1,0,0.288,0.651,2.26
1,0,0.166,0.709,4.271
1,0,0.309,0.606,1.961
1,0,0.337,0.688,2.042
1,0,0.158,0.682,4.316
1,0,0.203,0.623,3.069
1,0,0.171,0.676,3.953
1,0,0.167,0.613,3.671
1,0,0.193,0.502,2.601
1,0,0.272,0.623,2.29
1,0,0.21,0.68,3.238
1,0,0.312,0.79,2.532
1,0,0.195,0.606,3.108
1,0,0.167,0.517,3.096
1,0,0.185,0.758,4.097
1,0,0.298,0.508,1.705
1,0,0.192,0.76,3.958
1,0,0.331,0.772,2.332
1,0,0.16,0.772,4.825
1,0,0.186,0.568,3.054
1,0,0.188,0.655,3.484
1,0,0.258,0.781,3.027
1,0,0.244,0.519,2.127
1,0,0.159,0.79,4.969
1,0,0.331,0.525,1.586
1,0,0.272,0.753,2.768
1,0,0.216,0.689,3.19
1,0,0.354,0.534,1.508
1,0,0.26,0.565,2.173
1,0,0.314,0.638,2.032
1,0,0.214,0.506,2.364
1,0,0.259,0.554,2.139
1,0,0.231,0.795,3.442
1,0,0.194,0.767,3.954
1,0,0.307,0.762,2.482
1,0,0.225,0.575,2.556
1,0,0.184,0.564,3.065
1,0,0.262,0.723,2.76
1,0,0.337,0.734,2.178
1,0,0.168,0.553,3.292
1,0,0.16,0.734,4.588
1,0,0.343,0.784,2.286
1,0,0.282,0.709,2.514
1,0,0.32,0.609,1.903
1,0,0.158,0.778,4.924
1,0,0.153,0.684,4.471
1,0,0.325,0.721,2.218
1,0,0.319,0.679,2.129
1,0,0.319,0.75,2.351
1,0,0.275,0.776,2.822
1,0,0.222,0.731,3.293
1,0,0.204,0.638,3.127
1,0,0.322,0.565,1.755
1,0,0.313,0.755,2.412
1,0,0.313,0.54,1.725
1,0,0.239,0.674,2.82
1,0,0.262,0.508,1.939
1,0,0.307,0.633,2.062
1,0,0.237,0.726,3.063
1,0,0.25,0.798,3.192
1,0,0.189,0.502,2.656
1,0,0.224,0.686,3.063
1,0,0.314,0.501,1.596
1,0,0.203,0.522,2.571
1,0,0.303,0.713,2.353
1,0,0.155,0.791,5.103
1,0,0.301,0.607,2.017
1,0,0.349,0.719,2.06
1,0,0.221,0.578,2.615
1,0,0.26,0.566,2.177
1,0,0.217,0.505,2.327
1,0,0.235,0.635,2.702
1,0,0.173,0.736,4.254
1,0,0.164,0.52,3.171
1,0,0.27,0.527,1.952
1,0,0.354,0.694,1.96
1,0,0.32,0.621,1.941
1,0,0.332,0.532,1.602
1,0,0.249,0.699,2.807
1,0,0.233,0.651,2.794
1,0,0.171,0.788,4.608
1,0,0.173,0.728,4.208
1,0,0.26,0.622,2.392
1,0,0.217,0.688,3.171
1,0,0.201,0.738,3.672
1,0,0.168,0.633,3.768
1,0,0.272,0.659,2.423
1,0,0.288,0.579,2.01
1,0,0.18,0.728,4.044
1,0,0.208,0.751,3.611
1,0,0.337,0.754,2.237
1,0,0.152,0.543,3.572
1,0,0.194,0.781,4.026
1,0,0.322,0.534,1.658
1,0,0.251,0.551,2.195
1,0,0.326,0.555,1.702
1,0,0.163,0.578,3.546
1,0,0.299,0.725,2.425
1,0,0.337,0.749,2.223
1,0,0.326,0.676,2.074
1,0,0.154,0.8,5.195
1,0,0.218,0.574,2.633
1,0,0.31,0.796,2.568
1,0,0.231,0.699,3.026
1,0,0.196,0.757,3.862
1,0,0.265,0.787,2.97
1,0,0.297,0.699,2.354
1,0,0.185,0.615,3.324
1,0,0.26,0.712,2.738
1,0,0.338,0.513,1.518
1,0,0.193,0.734,3.803
1,0,0.225,0.702,3.12
1,0,0.178,0.678,3.809
1,0,0.325,0.62,1.908
1,0,0.285,0.615,2.158
1,0,0.193,0.663,3.435
1,0,0.322,0.633,1.966
1,0,0.331,0.506,1.529
1,0,0.257,0.753,2.93
1,0,0.258,0.662,2.566
1,0,0.351,0.574,1.635
1,0,0.337,0.547,1.623
1,0,0.315,0.724,2.298
1,0,0.312,0.722,2.314
1,0,0.346,0.613,1.772
1,0,0.311,0.639,2.055
1,0,0.335,0.527,1.573
1,0,0.19,0.773,4.068
1,0,0.298,0.647,2.171
1,0,0.312,0.778,2.494
1,0,0.226,0.531,2.35
1,0,0.207,0.536,2.589
1,0,0.2,0.711,3.555
1,0,0.212,0.633,2.986
1,0,0.244,0.502,2.057
1,0,0.323,0.531,1.644
1,0,0.234,0.651,2.782
1,0,0.294,0.599,2.037
1,0,0.184,0.573,3.114
1,0,0.218,0.724,3.321
1,0,0.233,0.678,2.91
1,0,0.323,0.74,2.291
1,0,0.152,0.582,3.829
1,0,0.196,0.717,3.658
1,0,0.322,0.639,1.984
1,0,0.337,0.638,1.893
1,0,0.156,0.514,3.295
1,0,0.185,0.567,3.065
1,0,0.227,0.64,2.819
1,0,0.253,0.542,2.142
1,0,0.231,0.605,2.619
1,0,0.168,0.576,3.429
1,0,0.246,0.708,2.878
1,0,0.242,0.526,2.174
1,0,0.194,0.671,3.459
1,0,0.338,0.669,1.979
1,0,0.192,0.581,3.026
1,0,0.342,0.629,1.839
1,0,0.201,0.751,3.736
1,0,0.189,0.758,4.011
1,0,0.254,0.651,2.563
1,0,0.29,0.672,2.317
1,0,0.274,0.616,2.248
1,0,0.226,0.728,3.221
1,0,0.289,0.588,2.035
1,0,0.253,0.527,2.083
1,0,0.336,0.776,2.31
1,0,0.253,0.728,2.877
1,0,0.338,0.616,1.822
1,0,0.255,0.795,3.118
1,0,0.304,0.505,1.661
1,0,0.345,0.748,2.168
1,0,0.189,0.732,3.873
1,0,0.172,0.555,3.227
1,0,0.155,0.603,3.89
1,0,0.352,0.594,1.688
1,0,0.176,0.568,3.227
1,0,0.323,0.606,1.876
1,0,0.215,0.779,3.623
1,0,0.221,0.8,3.62
1,0,0.28,0.706,2.521
1,0,0.283,0.697,2.463
1,0,0.318,0.795,2.5
1,0,0.289,0.608,2.104
1,0,0.263,0.578,2.198
1,0,0.171,0.555,3.246
1,0,0.334,0.639,1.913
1,0,0.195,0.795,4.077
1,0,0.329,0.514,1.562
1,0,0.247,0.656,2.656
1,0,0.254,0.518,2.039
1,0,0.194,0.79,4.072
1,0,0.194,0.593,3.057
1,0,0.153,0.662,4.327
1,0,0.323,0.564,1.746
1,0,0.253,0.582,2.3
